id	context	predictions	aggregatedPredictions	category
1476	But in a surprisingly narrow outcome on another measure involving gay rights, the Senate defeated by a single vote a separate bill that for the first time would have banned discrimination against homosexuals in the workplace.	[[0.209,0.632,0.139,0.012,0.007]]	[0.209,0.632,0.139,0.012,0.007]	negative
1477	In an emotional, heartfelt debate that prompted some conservatives to side with liberals, the House, by a vote of 252 to 176, rejected arguments that Mr. Clinton's directive would lead to affirmative action for homosexuals and defeated the opposing measure, which was attached as an amendment to a spending bill.	[[0.153,0.535,0.227,0.066,0.019]]	[0.153,0.535,0.227,0.066,0.019]	negative
1478	The last two hours of discussion on "Schubert the Man: Myth vs. Reality," were concerned with Schubert's possible homosexuality.	[[0.043,0.365,0.521,0.06,0.01]]	[0.043,0.365,0.521,0.06,0.01]	neutral
1479	A battle over the very definition of marriage, which began two years ago in Hawaii, is spreading through Western states as lawmakers hasten to foreclose any possible legalization of homosexual matrimony.	[[0.382,0.497,0.09,0.012,0.019]]	[0.382,0.497,0.09,0.012,0.019]	negative
1480	The Cardinal's statement, voiced before a pastoral group Feb. 7 and reported in the current issue of the New York Archdiocese's weekly newspaper, Catholic New York, follows statements by various groups that they will boycott the parade if the homosexual group, the Irish Lesbian and Gay Organization, is allowed to march under its banner.	[[0.221,0.619,0.145,0.01,0.005]]	[0.221,0.619,0.145,0.01,0.005]	negative
1481	Meeting With Joint Chiefs The Joint Chiefs have urged Mr. Clinton to leave unchanged the language on incompatibility, which is the first sentence of the Pentagon's current regulation banning homosexuals in the armed services.	[[0.089,0.6,0.266,0.035,0.011]]	[0.089,0.6,0.266,0.035,0.011]	negative
1482	Weeks of wrangling over a request by a predominantly homosexual congregation to march next month in a parade saluting Israel ended yesterday with a compromise that will put the synagogue's marchers with another organization.	[[0.08,0.468,0.314,0.119,0.019]]	[0.08,0.468,0.314,0.119,0.019]	negative
1483	Homosexuals are "weirdos" in Mr. Sullivan's book, "an affront" to the Roman Catholic Church and the organization he belongs to, the Ancient Order of Hibernians.	[[0.029,0.073,0.16,0.539,0.199]]	[0.029,0.073,0.16,0.539,0.199]	positive
1484	For the first time, the Committee to Protect Journalists has recorded attacks on editors and reporters because of their homosexuality and the suppression of publications that deal with lesbian and gay issues.	[[0.133,0.768,0.073,0.019,0.006]]	[0.133,0.768,0.073,0.019,0.006]	negative
1485	"A nocturnal homosexual preys on elderly women, kidnapping them and killing them."	[[0.104,0.532,0.235,0.1,0.029]]	[0.104,0.532,0.235,0.1,0.029]	negative
1486	That sentence is currently the first statement in the Pentagon's regulation banning homosexuals from the armed forces.	[[0.021,0.209,0.719,0.047,0.005]]	[0.021,0.209,0.719,0.047,0.005]	neutral
1487	A Federal District judge ruled today that the military's ban on homosexuals in the armed forces was justified to prevent the spread of AIDS.	[[0.145,0.547,0.204,0.071,0.033]]	[0.145,0.547,0.204,0.071,0.033]	negative
1488	Peter Wildeblood, a former journalist and television producer whose personal war against British law helped lead to the decriminalization of homosexuality in 1967, died on Nov. 13 in Vancouver, British Columbia.	[[0.318,0.558,0.09,0.014,0.019]]	[0.318,0.558,0.09,0.014,0.019]	negative
1489	The Federal Emergency Management Agency said today that it had destroyed a list of gay employees supplied by a homosexual at the agency who has said he was pressured by security officers.	[[0.122,0.611,0.208,0.043,0.016]]	[0.122,0.611,0.208,0.043,0.016]	negative
1490	The governing body of the Presbyterian Church (U.S.A.) today overwhelmingly rejected a report urging the church to relax its traditional strictures against sexual relations among homosexuals and unmarried heterosexuals.	[[0.197,0.614,0.155,0.02,0.014]]	[0.197,0.614,0.155,0.02,0.014]	negative
1491	In 1957, the Wolfenden Committee, which had been commissioned by Parliament to review the criminal law of Britain, published a report recommending the repeal of statutes penalizing any type of consensual sexual acts between adults, including homosexual acts and acts of prostitution.	[[0.21,0.65,0.126,0.009,0.005]]	[0.21,0.65,0.126,0.009,0.005]	negative
1492	The second movement of the "Unfinished" Symphony had been analyzed to show its possible homosexual character by the feminist musicologist Susan McClary.	[[0.051,0.426,0.426,0.087,0.009]]	[0.051,0.426,0.426,0.087,0.009]	neutral
1493	Some years ago, when he was asked about the debate in the United States over whether to let gays serve in the military, he dismissed homosexuality as "a white problem."	[[0.039,0.496,0.393,0.066,0.006]]	[0.039,0.496,0.393,0.066,0.006]	negative
1494	Mr. Clinton said his assertion during a news conference on Tuesday that he would not rule out restrictions on the deployment of homosexual soldiers did not represent a change of heart.	[[0.111,0.628,0.233,0.02,0.008]]	[0.111,0.628,0.233,0.02,0.008]	negative
1495	Mr. Nicolson's book, drawn from his mother's posthumously discovered diaries, which chronicled a 48-year marriage that survived both partners' homosexual liaisons, was adapted for British television in 1990 and engendered no end of controversy, particularly because of the lesbian love scenes.	[[0.288,0.546,0.131,0.018,0.017]]	[0.288,0.546,0.131,0.018,0.017]	negative
1496	John Cardinal O'Connor has warned that Catholic institutions and organizations will shun the St. Patrick's Day parade if a homosexual group is permitted to march.	[[0.173,0.648,0.151,0.018,0.01]]	[0.173,0.648,0.151,0.018,0.01]	negative
1497	Feeling political heat from around the state and the country, the Montana Senate executed an about-face yesterday, deleting homosexual acts from a list of crimes for which convicts must be registered their entire lives.	[[0.122,0.654,0.192,0.023,0.009]]	[0.122,0.654,0.192,0.023,0.009]	negative
1498	The shipmate, Richard Eastman, 21, of Kalamazoo, Mich., identified himself as a homosexual.	[[0.212,0.31,0.069,0.192,0.217]]	[0.212,0.31,0.069,0.192,0.217]	negative
1499	The Congressman, Representative Barney Frank, Democrat of Massachusetts, said in a telephone interview that he would prefer completely lifting the ban on homosexuals in the military, but that "we don't have votes for that in Congress."	[[0.33,0.498,0.114,0.025,0.033]]	[0.33,0.498,0.114,0.025,0.033]	negative
1500	A chapter about a reclusive homosexual mourning a dead lover deftly captures both Mahi's neighborhood culture and the universal culture of childhood.	[[0.029,0.113,0.132,0.586,0.141]]	[0.029,0.113,0.132,0.586,0.141]	positive
1501	Billy Jack Gaither was a homosexual, and that is the only reason they killed him,'' Fred Thompson, the Coosa County District Attorney, said in his opening statement at the capital murder trial of Charles Monroe Butler Jr., one of the two men.	[[0.315,0.518,0.141,0.015,0.01]]	[0.315,0.518,0.141,0.015,0.01]	negative
1502	For homosexual child-adult experiences, I concluded, " Not all . . . are necessarily viewed by the younger person as traumatic" (emphasis added).	[[0.133,0.662,0.185,0.016,0.005]]	[0.133,0.662,0.185,0.016,0.005]	negative
1503	Mr. Clinton said then without qualification that he would end discrimination against homosexuals in the military.	[[0.078,0.571,0.317,0.026,0.008]]	[0.078,0.571,0.317,0.026,0.008]	negative
1504	Mr. Brudnoy writes that "most conservatives take a dim view of homosexual activity" and that "some conservatives" now feel "that the Brudnoy they thought was on their side must be a fraud because homosexuals can't be conservative."	[[0.105,0.604,0.276,0.01,0.005]]	[0.105,0.604,0.276,0.01,0.005]	negative
1505	Instead of arguing that homosexuals should not serve in the military because they may be harmed, why don't we get rid of those people who would use violence -- a real threat to military discipline -- against their fellows?	[[0.125,0.616,0.224,0.026,0.009]]	[0.125,0.616,0.224,0.026,0.009]	negative
1506	In a move likely to fuel debate over how secondary schools should handle the issue of homosexuality, a coalition of medical, mental health, educational and religious organizations announced yesterday that it would send the nation's school superintendents a booklet informing them that there is ''no support among health and mental health professional organizations'' for the idea that homosexuality is abnormal or mentally unhealthy.	[[0.167,0.56,0.219,0.039,0.016]]	[0.167,0.56,0.219,0.039,0.016]	negative
1507	A case in point is "Poison," a movie that tells three tales, about patricide by a 7-year-old, a loathsome disease and lust in a prison that results in a homosexual rape.	[[0.403,0.484,0.092,0.01,0.011]]	[0.403,0.484,0.092,0.01,0.011]	negative
1508	That they are both homosexual, that Mr. Bleckner paints pictures on the theme of AIDS and that Mr. Muschamp's lover died of this disease; that Mr. Muschamp therefore has "no distance" from the pictures and can't (or won't) judge them as paintings.	[[0.279,0.535,0.147,0.021,0.018]]	[0.279,0.535,0.147,0.021,0.018]	negative
1509	In establishing the pink triangle, a concentration camp badge denoting homosexuality, as a symbol of embattled gay pride, ''Bent'' has earned its place in cultural history.	[[0.122,0.753,0.092,0.026,0.007]]	[0.122,0.753,0.092,0.026,0.007]	negative
1510	A NATIONAL automotive marketer will, for the first time, aim its sales pitches at homosexuals.	[[0.199,0.625,0.126,0.027,0.022]]	[0.199,0.625,0.126,0.027,0.022]	negative
1511	Now, gay and lesbian soldiers look forward to the day when President-elect Bill Clinton will lift their veil of secrecy by following through on his promise to overturn the ban on homosexuals in the armed forces.	[[0.05,0.485,0.426,0.032,0.007]]	[0.05,0.485,0.426,0.032,0.007]	negative
1512	After two months of delay and indecision, the Pentagon is hurrying to prepare an executive order to lift the ban on homosexuals in the military and to agree on the practical steps to carry it out.	[[0.167,0.626,0.172,0.023,0.011]]	[0.167,0.626,0.172,0.023,0.011]	negative
1513	According to Weininger -- a homosexual -- all human beings are bisexual, a mixture of male and female.	[[0.026,0.126,0.213,0.564,0.071]]	[0.026,0.126,0.213,0.564,0.071]	positive
1514	For the first time in Canada, a homosexual fearing persecution in his homeland because of sexual preference has been granted refugee status, under a Government decision that could have broad ramifications in North America.	[[0.174,0.674,0.133,0.014,0.005]]	[0.174,0.674,0.133,0.014,0.005]	negative
1515	He has rescinded a 15-year policy of protecting homosexuals in his department from job discrimination.	[[0.07,0.357,0.241,0.279,0.053]]	[0.07,0.357,0.241,0.279,0.053]	negative
1516	In interviews on Friday, its leaders emphasized that the San Jose unit, Troop 260, had not yet actually accepted any homosexuals.	[[0.096,0.737,0.14,0.021,0.005]]	[0.096,0.737,0.14,0.021,0.005]	negative
1517	Essex Charles Hemphill, a poet and performance artist whose work focused on life as a black homosexual, died on Saturday at the University of Pennsylvania Hospital in Philadelphia.	[[0.267,0.538,0.123,0.036,0.036]]	[0.267,0.538,0.123,0.036,0.036]	negative
1518	A former worker for the Bush-Quayle campaign has filed a discrimination complaint saying he was forced out of his job because of he is homosexual.	[[0.1,0.616,0.221,0.049,0.013]]	[0.1,0.616,0.221,0.049,0.013]	negative
1519	A new Defense Department draft report shows that the number of homosexuals being forced out of the military under the ''Don't ask, don't tell, don't pursue'' policy is 67 percent higher than when the policy was adopted in 1993.	[[0.268,0.523,0.172,0.022,0.015]]	[0.268,0.523,0.172,0.022,0.015]	negative
1520	I had some homosexual experiences as a young person.''	[[0.008,0.074,0.814,0.097,0.007]]	[0.008,0.074,0.814,0.097,0.007]	neutral
1521	In an action that is certain to provoke new debate over homosexuality and the clergy, the Episcopal Bishop of Washington today ordained to the priesthood a woman openly living in a lesbian relationship.	[[0.054,0.42,0.17,0.314,0.042]]	[0.054,0.42,0.17,0.314,0.042]	negative
1522	A midshipman who was removed from the United States Naval Academy at Annapolis after acknowledging that he is homosexual has decided not to appeal to the Supreme Court.	[[0.057,0.432,0.389,0.104,0.018]]	[0.057,0.432,0.389,0.104,0.018]	negative
1523	But if there was an issue that seemed to dominate news of the conference, it was what the nearly 800 bishops would say about homosexuality and the church, a question answered when they overwhelmingly voted to reject homosexual practice as ''incompatible with Scripture.''	[[0.068,0.544,0.341,0.038,0.008]]	[0.068,0.544,0.341,0.038,0.008]	negative
1524	The culture war is engaged over issues like abortion, censorship, homosexual rights, school textbooks, Supreme Court nominations, religious symbols in public places, sex education and the distribution of condoms in public schools.	[[0.162,0.623,0.181,0.025,0.01]]	[0.162,0.623,0.181,0.025,0.01]	negative
1525	After a tumultuous month within the Episcopal Church, in which church officials disclosed past sexual improprieties by a bishop who had committed suicide and 10 bishops sought to bring a colleague to trial for ordaining a homosexual, the church finds itself facing yet another trauma: accusations that its former treasurer may have misused church funds.	[[0.316,0.46,0.2,0.012,0.012]]	[0.316,0.46,0.2,0.012,0.012]	negative
1526	After all, there is no agreement whether homosexuality is a matter of self-identification, behavior, desire or a combination of these.	[[0.094,0.597,0.285,0.019,0.006]]	[0.094,0.597,0.285,0.019,0.006]	negative
1527	It prohibited oral and anal sex by anyone, homosexual or heterosexual, and like all such laws in the United States it was modeled on old English law, which was shaped by religious teachings.	[[0.234,0.619,0.114,0.017,0.017]]	[0.234,0.619,0.114,0.017,0.017]	negative
1528	The group selected to run this year's St. Patrick's Day Parade withdrew last night, leaving the parade in limbo, after a dispute over the participation of a homosexual group.	[[0.271,0.591,0.109,0.015,0.014]]	[0.271,0.591,0.109,0.015,0.014]	negative
1529	This implies that homosexuals are asking for special rights.	[[0.016,0.038,0.217,0.583,0.146]]	[0.016,0.038,0.217,0.583,0.146]	positive
1530	Britain announced today that it would review its ban on homosexuals in the armed forces.	[[0.098,0.445,0.295,0.121,0.04]]	[0.098,0.445,0.295,0.121,0.04]	negative
1531	Mr. Vacco had previously maintained that Ms. Burstein's homosexuality should not be a campaign issue.	[[0.029,0.233,0.607,0.115,0.015]]	[0.029,0.233,0.607,0.115,0.015]	neutral
1532	At the core of "Coming Out Under Fire," Arthur Dong's quietly devastating documentary film about homosexuality in the military during World War II, are interviews with 10 gay men and women who served in the armed forces.	[[0.094,0.656,0.203,0.038,0.01]]	[0.094,0.656,0.203,0.038,0.01]	negative
1533	A shipmate of the gay sailor who was beaten to death last October said today that some of the homosexuals assigned to the U.S.S. Belleau Wood faced regular, sometimes daily harassment.	[[0.107,0.598,0.22,0.057,0.019]]	[0.107,0.598,0.22,0.057,0.019]	negative
1534	LEAD: Appearing before liberal Democrats, conservative Republicans and the first homosexual rights advocates invited to a White House ceremony, President Bush signed a law ordering a study of crimes motivated by racial, ethnic or sexual prejudice.	[[0.197,0.533,0.244,0.016,0.01]]	[0.197,0.533,0.244,0.016,0.01]	negative
1535	The deputy chief of the attorney general's criminal prosecution bureau in Albany, Thomas Neidl, told a co-worker in July that he did not believe that homosexuals should be allowed to have children.	[[0.489,0.411,0.084,0.005,0.011]]	[0.489,0.411,0.084,0.005,0.011]	very negative
1536	An heir to the Hormel meat-packing fortune, a former dean of the University of Chicago Law School, he has given leadership and money to causes that range from the San Francisco Symphony to Swarthmore College and the Human Rights Campaign, the main political lobby for homosexual rights.	[[0.655,0.317,0.025,0.001,0.003]]	[0.655,0.317,0.025,0.001,0.003]	very negative
1537	Straight from the City Clerk's Office, where they signed a registry for unmarried heterosexual and homosexual partners, the couple went to an airline counter to put their new status to the test.	[[0.165,0.62,0.182,0.021,0.012]]	[0.165,0.62,0.182,0.021,0.012]	negative
1538	Like John Hurt in ''Love and Death on Long Island'' (giving a similarly splendid performance, though in a narrower role), he works wonders with the character of a marvelously urbane English homosexual who becomes obsessed with an Adonis from a different world.	[[0.01,0.018,0.06,0.534,0.379]]	[0.01,0.018,0.06,0.534,0.379]	positive
1539	An advocacy group that monitors bias attacks against homosexuals said yesterday that the number of incidents in which gay men and women were victims rose 12 percent last year, and the intensity of violence nearly doubled.	[[0.552,0.388,0.05,0.002,0.007]]	[0.552,0.388,0.05,0.002,0.007]	very negative
1540	Overturning a lower court decision that had awarded custody of a lesbian's son to his grandmother, the Virginia Court of Appeals unanimously ruled today that a person's homosexuality does not necessarily make that individual an unfit parent.	[[0.279,0.587,0.113,0.01,0.012]]	[0.279,0.587,0.113,0.01,0.012]	negative
1541	So when he got the news last week that Mayor David N. Dinkins had moved to give homosexual and unmarried heterosexual couples some of the rights enjoyed by married couples, Mr. Skovgaard, a lawyer, had one reaction: "For me," he said, "it doesn't do a lot."	[[0.133,0.696,0.143,0.019,0.01]]	[0.133,0.696,0.143,0.019,0.01]	negative
1542	Earlier this season, he was a deeply compassionate homosexual Anglican priest driven from his parish in David Hare's "Racing Demon."	[[0.064,0.302,0.204,0.354,0.076]]	[0.064,0.302,0.204,0.354,0.076]	positive
1543	After enduring weeks of vitriol in battles over homosexuals in the military, the St. Patrick's Day parade and school curriculums, gay and lesbian New Yorkers are taking stock -- many hurt and angry, others scared but defiant.	[[0.261,0.486,0.168,0.051,0.033]]	[0.261,0.486,0.168,0.051,0.033]	negative
1544	The House tonight narrowly passed a measure that would deny Federal housing money to San Francisco because of that city's policies supporting live-in homosexual partners.	[[0.183,0.576,0.205,0.024,0.012]]	[0.183,0.576,0.205,0.024,0.012]	negative
1545	In a two-week election by mail whose ballots were counted Tuesday night, all of the four largely rural counties and two small towns that voted on the issue approved, by lopsided margins, a somewhat toned-down version of last fall's statewide measure, which would have deemed homosexuality "abnormal and perverse" and allowed discrimination against homosexuals.	[[0.378,0.42,0.177,0.013,0.012]]	[0.378,0.42,0.177,0.013,0.012]	negative
1546	In a criminal case that is being followed closely in the debate over whether homosexuals should be allowed in the military, the Navy announced today that it had decided to charge a sailor with murder in the killing of a gay sailor last fall at a United States naval base in Japan.	[[0.181,0.552,0.203,0.049,0.016]]	[0.181,0.552,0.203,0.049,0.016]	negative
1547	Reversing a 54-year-old policy, the Cuomo administration today lifted New York State's prohibition against providing family health insurance that covers the domestic partners of homosexuals and unmarried heterosexuals.	[[0.101,0.556,0.2,0.112,0.032]]	[0.101,0.556,0.2,0.112,0.032]	negative
1548	The Treasury Department has been asked to look into the incident, which occurred on Tuesday at a meeting set up to reach out to homosexuals.	[[0.127,0.621,0.197,0.04,0.015]]	[0.127,0.621,0.197,0.04,0.015]	negative
1549	When the Rev. James B. Callan says his last Mass at Corpus Christi Roman Catholic Church on Sunday, he can look back on a 22-year ministry that packed the pews on Sundays and created a battery of programs to help the poor, but that also moved so far from church rules regarding the roles of women, homosexuals and non-Catholics that he was removed from his job.	[[0.018,0.065,0.093,0.704,0.119]]	[0.018,0.065,0.093,0.704,0.119]	positive
1550	The Army sent the Republican lawmaker, Steve May, a letter last week saying that a speech in January created a presumption that he engages in, attempts to engage in or intends to engage in homosexual acts.	[[0.274,0.612,0.099,0.008,0.007]]	[0.274,0.612,0.099,0.008,0.007]	negative
1551	Federal health officials have said that H.I.V. can be spread by "having sex with an infected person," and anyone who has unprotected homosexual or heterosexual sex is at risk.	[[0.161,0.657,0.173,0.005,0.003]]	[0.161,0.657,0.173,0.005,0.003]	negative
1552	Emboldened by the furor over President Clinton's proposal to allow homosexuals in the military, conservative and evangelical Christian groups are furiously organizing, raising money and looking ahead to the battles to come against the first Democratic President in 12 years.	[[0.142,0.621,0.212,0.016,0.009]]	[0.142,0.621,0.212,0.016,0.009]	negative
1553	This past week, on Cable News Network, in radio interviews around the country and even long distance with a New Zealand station, the Bishop hailed a ruling by an Episcopal Church court that homosexuality does not bar a person from becoming a priest.	[[0.157,0.612,0.21,0.015,0.006]]	[0.157,0.612,0.21,0.015,0.006]	negative
1554	"I rely on my shipmates to be professionals," said Petty Officer Gilberry, 22, of Fort Lauderdale, Fla. "I can trust a homosexual as well as anyone else to bring me a fire extinguisher in a casualty situation."	[[0.205,0.619,0.114,0.046,0.016]]	[0.205,0.619,0.114,0.046,0.016]	negative
1555	A Texas county beat a clear retreat today in its battle over Apple Computer's policy of granting health benefits to homosexual couples.	[[0.069,0.438,0.351,0.116,0.025]]	[0.069,0.438,0.351,0.116,0.025]	negative
1556	A Supreme Court argument today about the right of the organizers of Boston's St. Patrick's Day parade to exclude homosexual marchers was not the clash of principle that had been expected.	[[0.138,0.611,0.189,0.043,0.018]]	[0.138,0.611,0.189,0.043,0.018]	negative
1557	At the center is David, a homosexual whose fear of success has sent him scurrying from a promising acting career to a job as a waiter.	[[0.066,0.235,0.205,0.398,0.095]]	[0.066,0.235,0.205,0.398,0.095]	positive
1558	The "Laws" recommends that homosexuality, like adultery, fornication and the use of prostitutes, not be engaged in; that if it is engaged in, it be kept private or closeted, and that if it is discovered, it be punished by deprivation of civil rights, a severe penalty.	[[0.352,0.578,0.056,0.007,0.008]]	[0.352,0.578,0.056,0.007,0.008]	negative
1559	Even respectful reviews expressed irritation and puzzlement over the bizarre, verbally dense and sexually lurid allegory about a man (played by John Gielgud) in search of God; others went straight for the jugular in alarmingly personal terms, describing the work with phrases like ''homosexual nightmare.''	[[0.448,0.529,0.018,0.001,0.003]]	[0.448,0.529,0.018,0.001,0.003]	negative
1560	The fatal beating of a homosexual sailor in October is being investigated as a case of possible gay-bashing, a Navy spokesman says.	[[0.258,0.634,0.095,0.006,0.007]]	[0.258,0.634,0.095,0.006,0.007]	negative
1561	President Clinton will soon be faced again with the issue that has caused him more grief than any other: whether homosexuals can serve openly in the military.	[[0.177,0.584,0.185,0.035,0.019]]	[0.177,0.584,0.185,0.035,0.019]	negative
1562	Dr. Isay mentioned his decision to remain with his wife for nine years after realizing he was homosexual, in order to maintain an intact home for their children.	[[0.081,0.544,0.314,0.047,0.014]]	[0.081,0.544,0.314,0.047,0.014]	negative
1563	The sarcastically titled "One Nation Under God" tells of efforts to cure or redeem homosexuals by those who have believed or still believe that homosexuality is an ailment or a sin.	[[0.078,0.408,0.347,0.135,0.032]]	[0.078,0.408,0.347,0.135,0.032]	negative
1564	In the first appellate test of the Pentagon's two-year-old policy on homosexuals, a Government lawyer yesterday defended the constitutionality of the "don't ask, don't tell" regulations, arguing that they are necessary to preserve order and discipline in the ranks.	[[0.114,0.614,0.169,0.084,0.019]]	[0.114,0.614,0.169,0.084,0.019]	negative
1565	Since the death of Communism, homosexual villains are fast gaining on drug dealers and investors from Japan as the new bad guys.	[[0.092,0.61,0.286,0.008,0.004]]	[0.092,0.61,0.286,0.008,0.004]	negative
1566	Particular attention is given to Exodus International, an organization of former homosexuals dedicated to the proposition that it is possible and desirable to move from homosexuality to heterosexuality.	[[0.108,0.276,0.164,0.303,0.15]]	[0.108,0.276,0.164,0.303,0.15]	positive
1567	The American Civil Liberties Union and the Lambda Legal Defense and Education Fund filed suit in the United States District Court for the Eastern District of New York on behalf of two service members on active duty and four in the reserves, who are all homosexual.	[[0.225,0.632,0.115,0.015,0.013]]	[0.225,0.632,0.115,0.015,0.013]	negative
1568	His description of his mother's hostility to anything remotely homosexual -- including his staying out late as a child playing with other boys -- is a pathology that is reflected in much of his writing.	[[0.027,0.106,0.345,0.419,0.103]]	[0.027,0.106,0.345,0.419,0.103]	positive
1569	The armed forces of Canada and Australia, the two military establishments that most recently lifted their bans on homosexuals, have had no morale problems as a result, several experts told Senators today.	[[0.473,0.431,0.08,0.005,0.011]]	[0.473,0.431,0.08,0.005,0.011]	very negative
1570	In a significant victory for gay rights, the Supreme Court today struck down a provision of the Colorado Constitution that not only nullified existing civil rights protections for homosexuals in the state but also barred the passage of new anti-discrimination laws.	[[0.24,0.549,0.187,0.014,0.01]]	[0.24,0.549,0.187,0.014,0.01]	negative
1571	After decades of enduring persecution and intimidation in the old Soviet Union, homosexuals in Russia are emerging into the open for the first time, even though they say they continue to feel mistreated and threatened by hostile public attitudes and by old laws that remain on the books.	[[0.155,0.464,0.196,0.127,0.059]]	[0.155,0.464,0.196,0.127,0.059]	negative
1572	A revised version of a California law requiring sex offenders to register publicly now allows men branded as sex offenders decades ago for consensual homosexual acts with other adults to remove their names from that list. ''	[[0.221,0.618,0.139,0.011,0.012]]	[0.221,0.618,0.139,0.011,0.012]	negative
1573	"This is the most important victory ever for lesbian and gay rights," said Ms. Goldberg, a member of the legal team that prevailed as the Supreme Court struck down Amendment 2 of the Colorado state constitution, which would have forbidden local laws protecting homosexuals from discrimination.	[[0.153,0.569,0.147,0.102,0.029]]	[0.153,0.569,0.147,0.102,0.029]	negative
1574	The new provision, which passed 24 to 5, has been added to the Student Code of Conduct and prohibits verbal and physical abuse because of sexual orientation, be it homosexual, heterosexual or bisexual.	[[0.531,0.396,0.06,0.003,0.01]]	[0.531,0.396,0.06,0.003,0.01]	very negative
1575	The old policy, which flatly prohibited homosexuals from serving in the armed forces, has been ruled unconstitutional several times in the last three years.	[[0.547,0.366,0.069,0.006,0.013]]	[0.547,0.366,0.069,0.006,0.013]	very negative
1576	The Administration has, for now, abandoned hope of lifting the ban completely and declaring homosexuality compatible with military service.	[[0.069,0.165,0.146,0.437,0.184]]	[0.069,0.165,0.146,0.437,0.184]	positive
1577	The decision means that homosexuals will once again be included on the list of groups in the Attorney General's office that are explicitly protected against discrimination in employment, hiring and access to services.	[[0.076,0.463,0.373,0.071,0.016]]	[0.076,0.463,0.373,0.071,0.016]	negative
1578	Brian Coyle, the vice president of the Minneapolis City Council and one of the city's first openly homosexual politicians, died of AIDS on Friday.	[[0.29,0.585,0.106,0.007,0.01]]	[0.29,0.585,0.106,0.007,0.01]	negative
1579	James H. Jones in his recent biography of the researcher (Norton, 1997) asserts that Kinsey was a secret masochist and a homosexual whose real agenda was to promote the acceptance of homosexuality.	[[0.091,0.514,0.264,0.103,0.027]]	[0.091,0.514,0.264,0.103,0.027]	negative
1580	A United Methodist pastor who challenged the church's ban on homosexual marriage three years ago by performing a union ceremony for two lesbians was defrocked today for officiating at a marriage of two men.	[[0.126,0.537,0.219,0.087,0.031]]	[0.126,0.537,0.219,0.087,0.031]	negative
1581	To the Editor: I read with interest your Feb. 2 report on Bishop John S. Spong's recent book suggesting that St. Paul was a repressed homosexual as reflected in "Paul's self-judging rhetoric, his negative feeling toward his own body and his sense of being controlled by something he had no power to change."	[[0.219,0.604,0.159,0.011,0.007]]	[0.219,0.604,0.159,0.011,0.007]	negative
1582	At the play's end, Edmond finds redemption in prison in a homosexual love affair.	[[0.088,0.505,0.136,0.233,0.038]]	[0.088,0.505,0.136,0.233,0.038]	negative
1583	Mr. Clinton and Senator Sam Nunn of Georgia, who has been the most influential Democratic opponent to lifting the Pentagon's ban on homosexuals, were both essentially satisfied with what had been worked out, a Congressional aide said late tonight after Mr. Nunn met with the President for more than an hour.	[[0.574,0.349,0.06,0.004,0.014]]	[0.574,0.349,0.06,0.004,0.014]	very negative
1584	The country is split evenly, 43 to 43, on whether homosexuals should be allowed to serve in the military.	[[0.247,0.63,0.108,0.007,0.007]]	[0.247,0.63,0.108,0.007,0.007]	negative
1585	Many homosexuals successfully conceal their orientation. . . .	[[0.01,0.028,0.16,0.641,0.161]]	[0.01,0.028,0.16,0.641,0.161]	positive
1586	The Federal Bureau of Investigation has agreed to ban discrimination against homosexual employees or applicants in a settlement of a lawsuit filed by a former agent who said he was dismissed because he is gay.	[[0.114,0.607,0.205,0.054,0.019]]	[0.114,0.607,0.205,0.054,0.019]	negative
1587	Two symbols have prompted an emotional debate at Harvard University between homosexuals who have adopted the pink triangle and a student group espousing traditional values that has covered the campus in blue squares.	[[0.04,0.225,0.403,0.291,0.041]]	[0.04,0.225,0.403,0.291,0.041]	neutral
1588	The decision by a state judge here to give a grandmother custody of her lesbian daughter's son has delivered a legal shock to the nation's homosexuals, who had been cautiously hopeful about progress toward achieving equal rights with heterosexuals.	[[0.151,0.641,0.158,0.036,0.014]]	[0.151,0.641,0.158,0.036,0.014]	negative
1589	The inquiry into the fatal beating of Mr. Schindler, a 22-year-old radioman on the amphibious ship Belleau Wood, illustrates the difficulties the Navy has had in dealing with the issue of allowing homosexuals in the military.	[[0.318,0.566,0.093,0.011,0.013]]	[0.318,0.566,0.093,0.011,0.013]	negative
1590	Dr. Evelyn Hooker, a psychologist who defied conventional wisdom and greatly emboldened the fledgling gay rights movement in the 1950's by finding there was no measurable psychological difference between homosexual and heterosexual men, died on Monday at her home in Santa Monica, Calif.	[[0.457,0.459,0.065,0.006,0.014]]	[0.457,0.459,0.065,0.006,0.014]	negative
1591	The Army's Reserve Officer Training Corps has until the fall of 1992 to stop discriminating against homosexuals or be banned from Alfred University.	[[0.12,0.599,0.219,0.045,0.017]]	[0.12,0.599,0.219,0.045,0.017]	negative
1592	As one of the bishops involved in the "irregular" ordination of women in the Episcopal Church, in 1974, I applaud your selection of Bruce Bawer to report on the current controversy over the ordination of homosexual people ("Who's on Trial -- the Heretic or the Church?	[[0.163,0.574,0.216,0.031,0.015]]	[0.163,0.574,0.216,0.031,0.015]	negative
1593	The stigma of AIDS -- the false and perhaps even biased assumption that it was confined to male homosexuals -- led to a long reign of hysteria that would have encouraged anybody, great Olympic athlete or not, to keep quiet.	[[0.674,0.258,0.056,0.002,0.009]]	[0.674,0.258,0.056,0.002,0.009]	very negative
